Timestamp,ACE_Perday,BP_Perday,EV_Perday,GS_Perday,SURE_Perday,ShowRoom_Perday,VM_Perday
15-Aug-23 8:15 PM ICT,1153.3,311.4,44.4,430.7,74.1,1466.3,230.6
15-Aug-23 8:30 PM ICT,1186.7,311.6,44.4,431.5,74.5,1469.0,231.1
15-Aug-23 8:45 PM ICT,1218.9,311.7,44.4,432.3,74.6,1471.6,231.7
15-Aug-23 9:00 PM ICT,1124.0,311.9,44.4,433.0,74.8,1474.2,232.3
15-Aug-23 9:15 PM ICT,1158.5,312.1,44.4,433.7,74.9,1476.7,232.8
15-Aug-23 9:30 PM ICT,1191.3,312.3,44.4,434.3,75.1,1479.0,233.3
15-Aug-23 9:45 PM ICT,1095.3,312.5,44.4,434.9,75.3,1481.4,233.8
15-Aug-23 10:00 PM ICT,1126.8,312.6,44.4,435.6,75.4,1484.4,234.4
15-Aug-23 10:15 PM ICT,1164.2,312.8,44.4,436.2,75.6,1486.7,235.0
15-Aug-23 10:30 PM ICT,1195.2,313.0,44.4,436.8,75.7,1489.1,235.5
15-Aug-23 10:45 PM ICT,1098.0,313.2,44.4,437.4,75.9,1491.5,236.0
15-Aug-23 11:00 PM ICT,1131.8,313.4,44.5,438.0,76.0,1494.1,236.5
15-Aug-23 11:15 PM ICT,1166.0,313.5,44.5,438.6,76.2,1496.6,237.0
15-Aug-23 11:30 PM ICT,1196.7,313.7,44.5,439.2,76.4,1499.1,237.5
15-Aug-23 11:45 PM ICT,1209.9,313.9,44.5,439.8,76.5,1501.4,238.0
16-Aug-23 12:00 AM ICT,1092.2,314.1,44.5,440.5,76.7,1504.3,238.5
16-Aug-23 12:15 AM ICT,12.7,0.2,0.0,0.6,0.2,2.6,0.5
16-Aug-23 12:30 AM ICT,22.0,0.4,0.0,1.2,0.3,5.0,1.0
16-Aug-23 12:45 AM ICT,30.0,0.5,0.0,1.8,0.4,7.4,1.4
16-Aug-23 1:00 AM ICT,42.5,0.7,0.0,2.4,0.6,9.8,1.9
16-Aug-23 1:15 AM ICT,51.5,0.9,0.0,3.1,0.7,12.4,2.5
16-Aug-23 1:30 AM ICT,62.0,1.1,0.0,3.7,0.9,14.8,3.0
16-Aug-23 1:45 AM ICT,72.4,1.3,0.0,4.3,1.0,17.3,3.5
16-Aug-23 2:00 AM ICT,83.8,1.4,0.0,4.9,1.2,20.3,4.0
16-Aug-23 2:15 AM ICT,91.6,1.6,0.0,5.5,1.3,22.4,4.5
16-Aug-23 2:30 AM ICT,101.5,1.8,0.0,6.0,1.4,24.7,5.0
16-Aug-23 2:45 AM ICT,112.3,2.0,0.0,6.6,1.6,27.1,5.5
16-Aug-23 3:00 AM ICT,122.8,2.1,0.0,7.1,1.7,29.3,5.9
16-Aug-23 3:15 AM ICT,4.5,2.3,0.0,7.6,1.9,31.6,6.4
16-Aug-23 3:30 AM ICT,13.9,2.5,0.0,8.1,2.0,33.9,6.8
16-Aug-23 3:45 AM ICT,25.0,2.7,0.1,8.6,2.2,36.8,7.3
16-Aug-23 4:00 AM ICT,34.0,2.9,0.1,9.1,2.3,39.1,7.8
16-Aug-23 4:15 AM ICT,43.0,3.0,0.1,9.6,2.5,41.4,8.3
16-Aug-23 4:30 AM ICT,55.2,3.2,0.1,10.1,2.6,43.8,8.7
16-Aug-23 4:45 AM ICT,66.0,3.4,0.1,10.6,2.8,45.9,9.2
16-Aug-23 5:00 AM ICT,74.4,3.6,0.1,11.1,3.0,48.2,9.7
16-Aug-23 5:15 AM ICT,84.3,3.8,0.1,11.6,3.1,50.4,10.2
16-Aug-23 5:30 AM ICT,94.0,3.9,0.1,12.1,3.3,53.3,10.6
16-Aug-23 5:45 AM ICT,104.0,4.0,0.1,12.4,3.4,55.5,10.9
16-Aug-23 6:00 AM ICT,112.6,4.1,0.1,12.6,3.5,57.6,11.1
16-Aug-23 6:15 AM ICT,113.1,4.1,0.1,12.9,3.6,59.7,11.2
16-Aug-23 6:30 AM ICT,113.1,4.2,0.1,13.1,3.7,62.0,11.4
16-Aug-23 6:45 AM ICT,113.1,4.4,0.1,13.5,3.8,64.7,11.6
16-Aug-23 7:00 AM ICT,113.1,4.8,0.1,13.8,3.9,67.5,11.8
16-Aug-23 7:15 AM ICT,113.1,6.4,0.1,14.2,4.0,70.7,12.0
16-Aug-23 7:30 AM ICT,113.1,7.0,0.1,16.0,4.2,74.9,12.3
16-Aug-23 7:45 AM ICT,241.1,9.4,0.1,17.2,4.4,82.3,12.7
16-Aug-23 8:00 AM ICT,241.1,11.4,0.1,19.8,4.7,91.6,15.4
16-Aug-23 8:15 AM ICT,241.1,15.1,0.1,23.6,4.9,103.9,18.3
16-Aug-23 8:30 AM ICT,241.1,19.0,0.1,32.2,5.8,121.1,23.8
16-Aug-23 8:45 AM ICT,241.1,23.4,0.2,42.4,7.8,140.7,30.2
16-Aug-23 9:00 AM ICT,241.1,29.7,0.2,53.8,10.3,180.0,36.3
16-Aug-23 9:15 AM ICT,241.1,37.0,0.2,68.1,-3.4,223.4,43.0
16-Aug-23 9:30 AM ICT,241.1,45.7,0.2,83.6,14.7,269.8,50.5
16-Aug-23 9:45 AM ICT,369.1,55.4,0.2,99.3,17.0,314.8,58.6
16-Aug-23 10:00 AM ICT,369.1,64.7,0.2,113.4,19.4,359.1,65.6
16-Aug-23 10:15 AM ICT,369.1,74.0,0.2,125.9,21.6,399.7,72.4
16-Aug-23 10:30 AM ICT,369.1,85.1,0.2,139.0,23.7,438.4,79.2
16-Aug-23 10:45 AM ICT,497.1,97.4,0.2,153.8,25.2,475.6,85.9
16-Aug-23 11:00 AM ICT,497.1,109.6,0.3,168.9,27.0,512.9,94.7
16-Aug-23 11:15 AM ICT,497.1,121.1,0.3,183.3,29.8,551.9,103.5
16-Aug-23 11:30 AM ICT,625.1,132.9,0.3,196.6,32.3,587.0,112.2
16-Aug-23 11:45 AM ICT,625.1,139.6,0.3,209.6,34.3,624.3,120.1
16-Aug-23 12:00 PM ICT,625.1,148.4,0.3,221.2,36.8,660.1,127.1
16-Aug-23 12:15 PM ICT,625.1,153.0,0.3,229.3,38.3,694.8,134.1
16-Aug-23 12:30 PM ICT,753.1,157.4,0.3,237.3,39.6,728.5,141.3
16-Aug-23 12:45 PM ICT,753.1,161.7,0.4,245.1,41.0,760.0,148.1
16-Aug-23 1:00 PM ICT,753.1,166.0,0.4,253.2,42.3,791.0,154.9
16-Aug-23 1:15 PM ICT,881.1,172.5,0.4,262.7,28.0,824.5,162.1
16-Aug-23 1:30 PM ICT,881.1,183.3,0.4,276.0,46.5,861.3,171.3
16-Aug-23 1:45 PM ICT,881.1,194.5,0.4,289.3,48.8,901.1,179.2
16-Aug-23 2:00 PM ICT,881.1,204.3,0.4,303.6,51.2,939.7,187.6
16-Aug-23 2:15 PM ICT,881.1,210.9,0.4,317.2,53.8,980.6,195.4
16-Aug-23 2:30 PM ICT,1009.1,221.1,0.4,331.9,56.4,1019.0,203.7
16-Aug-23 2:45 PM ICT,1009.1,232.3,0.5,345.5,58.8,1057.3,211.9
16-Aug-23 3:00 PM ICT,1009.1,240.9,0.5,358.1,44.9,1094.4,219.5
16-Aug-23 3:15 PM ICT,1009.1,214.3,0.5,369.7,62.9,1131.4,226.7
16-Aug-23 3:30 PM ICT,1009.1,255.5,0.5,381.5,64.7,1168.0,234.2
16-Aug-23 3:45 PM ICT,1009.1,264.9,-3.5,395.7,66.3,1203.7,241.9
16-Aug-23 4:00 PM ICT,1137.1,274.5,-3.5,409.0,68.0,1239.9,248.8
16-Aug-23 4:15 PM ICT,1137.1,282.3,-3.5,421.9,70.1,1276.1,255.9
16-Aug-23 4:30 PM ICT,1137.1,289.0,-3.5,434.7,71.7,1300.3,263.1
16-Aug-23 4:45 PM ICT,1137.1,296.9,-3.5,446.0,72.6,1318.7,269.9
16-Aug-23 5:00 PM ICT,1137.1,302.0,1.8,454.6,73.3,1339.0,274.1
16-Aug-23 5:15 PM ICT,1137.1,302.5,9.0,457.0,73.5,1358.3,275.6
16-Aug-23 5:30 PM ICT,1137.1,302.8,12.2,457.8,73.7,1371.5,276.4
16-Aug-23 5:45 PM ICT,1137.1,303.1,21.0,458.5,73.8,1382.9,277.0
16-Aug-23 6:00 PM ICT,1137.1,303.3,27.5,459.0,73.9,1394.7,277.5
16-Aug-23 6:15 PM ICT,1137.6,303.6,33.3,459.6,74.1,1403.7,278.0
16-Aug-23 6:30 PM ICT,1149.6,304.0,35.7,460.3,74.5,1409.0,278.6
16-Aug-23 6:45 PM ICT,1060.4,304.1,36.1,461.1,74.9,1412.3,279.4
16-Aug-23 7:00 PM ICT,1100.9,304.2,36.1,461.8,75.2,1415.2,280.2
16-Aug-23 7:15 PM ICT,1140.4,304.4,36.1,462.5,75.5,1418.1,280.7
16-Aug-23 7:30 PM ICT,1050.0,304.5,36.1,463.1,75.8,1420.9,281.2
16-Aug-23 7:45 PM ICT,1062.1,304.6,36.1,463.8,60.1,1423.6,281.8
16-Aug-23 8:00 PM ICT,1070.9,304.7,36.1,464.5,60.5,1426.9,282.4
16-Aug-23 8:15 PM ICT,1081.6,304.8,36.1,465.2,60.8,1429.5,283.0
16-Aug-23 8:30 PM ICT,1094.0,305.0,36.1,465.8,77.1,1432.1,283.6
16-Aug-23 8:45 PM ICT,1102.8,305.1,36.1,466.5,77.2,1434.6,284.2
16-Aug-23 9:00 PM ICT,1114.2,305.2,36.1,467.2,77.4,1437.0,284.8
16-Aug-23 9:15 PM ICT,1124.4,305.3,36.1,467.8,77.6,1439.4,285.3
16-Aug-23 9:30 PM ICT,1135.4,305.4,36.2,468.5,77.8,1441.9,285.9
16-Aug-23 9:45 PM ICT,1146.8,305.6,36.2,469.1,78.0,1444.5,286.4
16-Aug-23 10:00 PM ICT,1027.5,305.7,36.2,469.7,78.2,1447.5,287.0
16-Aug-23 10:15 PM ICT,1038.5,305.8,36.2,470.4,78.4,1450.1,287.5
16-Aug-23 10:30 PM ICT,1050.8,305.9,36.2,471.0,78.6,1452.6,288.1
16-Aug-23 10:45 PM ICT,1060.0,306.0,36.2,471.7,78.8,1455.2,288.7
16-Aug-23 11:00 PM ICT,1070.2,306.2,36.2,472.3,79.0,1457.7,289.2
16-Aug-23 11:15 PM ICT,1081.3,306.3,36.2,473.0,79.2,1460.2,289.7
16-Aug-23 11:30 PM ICT,1090.4,306.4,36.2,473.6,79.4,1462.6,290.2
16-Aug-23 11:45 PM ICT,1102.4,306.5,36.2,474.2,79.5,1465.7,290.7
17-Aug-23 12:00 AM ICT,1111.9,306.6,36.2,474.8,79.7,1468.1,291.3
17-Aug-23 12:15 AM ICT,10.9,0.1,0.0,0.6,0.1,2.5,0.6
17-Aug-23 12:30 AM ICT,21.4,0.2,0.0,1.3,0.3,4.9,1.1
17-Aug-23 12:45 AM ICT,30.1,0.4,0.0,1.9,0.4,7.3,1.6
17-Aug-23 1:00 AM ICT,-85.8,0.5,0.0,2.5,0.6,9.7,2.1
17-Aug-23 1:15 AM ICT,-75.6,0.6,0.0,3.1,0.7,12.7,2.6
17-Aug-23 1:30 AM ICT,-64.3,0.7,0.0,3.7,0.9,15.1,3.1
17-Aug-23 1:45 AM ICT,-54.1,0.8,0.0,4.3,1.0,17.6,3.6
17-Aug-23 2:00 AM ICT,-45.4,1.0,0.1,4.8,1.2,19.9,4.2
17-Aug-23 2:15 AM ICT,-33.9,1.1,0.1,5.3,1.3,22.4,4.7
17-Aug-23 2:30 AM ICT,-23.1,1.3,0.1,5.8,1.4,24.8,5.1
17-Aug-23 2:45 AM ICT,-13.5,1.4,0.1,6.4,1.6,27.2,5.7
17-Aug-23 3:00 AM ICT,-1.9,1.6,0.1,6.9,1.7,30.0,6.2
17-Aug-23 3:15 AM ICT,6.6,1.8,0.1,7.4,1.9,32.3,6.7
17-Aug-23 3:30 AM ICT,18.5,2.0,0.1,8.0,2.0,34.5,7.2
17-Aug-23 3:45 AM ICT,27.6,2.1,0.1,8.5,2.2,36.8,7.7
17-Aug-23 4:00 AM ICT,37.8,2.3,0.1,9.1,2.4,39.1,8.3
17-Aug-23 4:15 AM ICT,-78.1,2.5,0.1,9.6,2.5,41.3,8.8
17-Aug-23 4:30 AM ICT,-69.2,2.6,0.1,10.1,2.7,44.1,9.3
17-Aug-23 4:45 AM ICT,-58.0,2.7,0.1,10.7,2.8,46.3,9.8
17-Aug-23 5:00 AM ICT,-49.3,-29.2,0.1,11.2,3.0,48.7,10.3
17-Aug-23 5:15 AM ICT,-38.5,-29.1,0.2,11.7,3.1,50.8,10.8
17-Aug-23 5:30 AM ICT,-27.8,-29.0,0.2,12.3,3.3,52.9,11.3
17-Aug-23 5:45 AM ICT,-18.2,-28.9,0.2,12.7,3.4,55.0,11.6
17-Aug-23 6:00 AM ICT,-14.0,-28.7,0.2,13.1,3.6,57.3,11.8
17-Aug-23 6:15 AM ICT,-14.0,-28.6,0.2,13.4,3.7,60.1,12.1
17-Aug-23 6:30 AM ICT,-14.0,-28.5,0.2,13.8,3.8,62.7,12.3
17-Aug-23 6:45 AM ICT,-14.0,-28.3,0.2,14.2,3.9,65.4,12.6
17-Aug-23 7:00 AM ICT,-14.0,-28.1,0.2,14.5,4.0,67.7,12.8
17-Aug-23 7:15 AM ICT,-14.0,-26.3,0.2,15.0,4.1,70.9,13.1
17-Aug-23 7:30 AM ICT,-14.0,-25.6,0.9,16.3,4.2,75.7,13.3
17-Aug-23 7:45 AM ICT,-14.0,7.9,-1.5,17.6,4.4,88.2,14.2
17-Aug-23 8:00 AM ICT,114.0,9.7,12.4,19.3,4.5,103.6,15.4
17-Aug-23 8:15 AM ICT,114.0,13.5,18.5,21.7,5.3,123.5,17.5
17-Aug-23 8:30 AM ICT,114.0,18.3,20.7,25.7,5.9,145.3,20.5
17-Aug-23 8:45 AM ICT,114.0,22.8,20.7,31.6,7.7,186.3,24.3
17-Aug-23 9:00 AM ICT,114.0,28.7,20.8,39.7,9.8,229.4,28.6
17-Aug-23 9:15 AM ICT,242.0,34.0,20.8,50.3,12.1,275.6,34.4
17-Aug-23 9:30 AM ICT,242.0,41.2,20.8,60.0,14.5,322.3,40.1
17-Aug-23 9:45 AM ICT,242.0,51.7,20.8,69.3,16.9,367.8,45.4
17-Aug-23 10:00 AM ICT,370.0,62.6,20.8,80.0,19.2,411.4,50.6
17-Aug-23 10:15 AM ICT,370.0,73.0,20.9,91.1,21.6,456.2,56.6
17-Aug-23 10:30 AM ICT,370.0,84.7,20.9,105.1,23.9,502.2,63.2
17-Aug-23 10:45 AM ICT,498.0,95.8,20.9,118.2,26.7,544.8,68.2
17-Aug-23 11:00 AM ICT,498.0,106.0,20.9,134.2,12.8,583.8,73.3
17-Aug-23 11:15 AM ICT,498.0,116.2,21.0,150.1,30.8,621.7,80.0
17-Aug-23 11:30 AM ICT,626.0,127.1,21.0,166.0,33.0,659.5,86.7
17-Aug-23 11:45 AM ICT,626.0,101.9,21.0,184.4,34.6,696.6,93.6
17-Aug-23 12:00 PM ICT,754.0,137.9,21.0,199.4,36.0,731.8,100.4
17-Aug-23 12:15 PM ICT,754.0,141.9,21.0,208.9,37.3,767.1,106.6
17-Aug-23 12:30 PM ICT,754.0,145.6,21.1,217.3,38.6,799.9,112.0
17-Aug-23 12:45 PM ICT,754.0,149.5,21.1,225.2,39.7,832.2,117.8
17-Aug-23 1:00 PM ICT,882.0,153.3,21.1,233.6,41.1,862.8,124.1
17-Aug-23 1:15 PM ICT,882.0,157.6,21.1,245.0,43.1,896.1,130.1
17-Aug-23 1:30 PM ICT,1010.0,132.9,21.1,259.7,45.6,934.8,137.3
17-Aug-23 1:45 PM ICT,1010.0,175.8,21.2,275.4,48.3,973.1,145.4
17-Aug-23 2:00 PM ICT,1010.0,187.1,21.2,291.3,50.4,1013.8,153.2
17-Aug-23 2:15 PM ICT,1138.0,165.1,21.2,306.5,53.4,1055.3,162.2
17-Aug-23 2:30 PM ICT,1138.0,206.6,21.3,320.8,56.1,1096.5,171.2
17-Aug-23 2:45 PM ICT,1138.0,218.6,21.3,337.9,58.3,1135.9,180.7
17-Aug-23 3:00 PM ICT,1138.0,197.0,21.3,355.0,44.9,1175.4,190.9
17-Aug-23 3:15 PM ICT,1266.0,238.1,21.3,369.7,63.2,1214.9,200.4
17-Aug-23 3:30 PM ICT,1266.0,246.2,21.3,384.8,65.9,1253.7,210.4
17-Aug-23 3:45 PM ICT,1266.0,253.2,21.3,399.9,68.2,1288.3,221.1
17-Aug-23 4:00 PM ICT,1266.0,227.1,21.4,415.5,70.6,1325.0,230.7
17-Aug-23 4:15 PM ICT,1266.0,231.6,21.4,430.1,72.6,1360.4,239.9
17-Aug-23 4:30 PM ICT,1193.8,269.2,21.4,445.6,73.7,1394.6,249.9
17-Aug-23 4:45 PM ICT,1308.9,279.4,21.4,459.0,74.8,1418.1,258.6
17-Aug-23 5:00 PM ICT,1287.6,286.5,21.4,469.0,75.4,1437.7,264.3
17-Aug-23 5:15 PM ICT,1215.4,287.5,21.4,472.3,75.5,1452.1,267.1
17-Aug-23 5:30 PM ICT,1215.4,287.8,21.4,473.2,75.6,1461.8,267.5
17-Aug-23 5:45 PM ICT,1220.5,288.0,21.4,473.9,75.7,1465.2,267.8
17-Aug-23 6:00 PM ICT,1232.4,288.1,25.3,474.6,75.8,1472.2,268.1
17-Aug-23 6:15 PM ICT,1242.0,288.2,23.7,475.3,76.0,1482.0,268.4
17-Aug-23 6:30 PM ICT,1250.8,288.4,30.1,476.1,60.4,1492.3,268.9
17-Aug-23 6:45 PM ICT,1268.5,288.7,44.6,477.1,60.7,1502.5,269.5
17-Aug-23 7:00 PM ICT,1285.1,289.0,51.1,478.0,61.0,1512.6,270.1
17-Aug-23 7:15 PM ICT,1302.4,289.3,48.3,478.9,77.4,1520.8,270.8
17-Aug-23 7:30 PM ICT,1191.3,289.7,58.2,479.8,77.7,1526.2,271.4
17-Aug-23 7:45 PM ICT,1209.7,289.9,58.2,480.8,78.1,1529.1,272.0
17-Aug-23 8:00 PM ICT,1222.8,290.0,58.2,481.5,78.4,1532.0,272.7
17-Aug-23 8:15 PM ICT,1235.4,290.2,58.2,482.2,78.8,1534.9,273.3
17-Aug-23 8:30 PM ICT,1245.1,290.3,58.2,482.9,79.1,1537.6,274.0
17-Aug-23 8:45 PM ICT,1256.5,290.4,58.3,483.6,79.3,1540.0,274.6
17-Aug-23 9:00 PM ICT,1267.1,290.5,58.3,484.3,79.5,1542.5,275.2
17-Aug-23 9:15 PM ICT,1277.6,290.7,58.3,485.0,79.7,1545.0,275.9
17-Aug-23 9:30 PM ICT,1289.2,290.8,58.3,485.8,80.0,1547.8,276.5
17-Aug-23 9:45 PM ICT,1299.3,258.9,58.3,486.5,80.1,1550.2,277.2
17-Aug-23 10:00 PM ICT,1311.1,259.0,58.3,487.2,80.3,1552.7,277.8
17-Aug-23 10:15 PM ICT,1193.3,259.1,58.3,487.9,80.6,1555.2,278.4
17-Aug-23 10:30 PM ICT,1203.8,259.3,58.3,488.6,80.7,1557.6,279.1
17-Aug-23 10:45 PM ICT,1214.0,259.4,58.3,489.3,81.0,1560.0,279.7
17-Aug-23 11:00 PM ICT,1222.9,259.5,58.3,490.0,81.2,1562.5,280.3
17-Aug-23 11:15 PM ICT,1235.4,259.6,58.4,490.7,81.4,1565.4,280.9
17-Aug-23 11:30 PM ICT,1243.8,259.7,58.4,491.3,81.6,1567.8,281.5
17-Aug-23 11:45 PM ICT,1254.2,259.9,58.4,492.0,81.8,1570.4,282.1
18-Aug-23 12:00 AM ICT,1263.9,260.0,58.4,492.7,82.0,1572.8,282.7
18-Aug-23 12:15 AM ICT,10.6,0.1,0.0,0.7,0.2,2.6,0.6
18-Aug-23 12:30 AM ICT,21.1,0.2,0.0,1.4,0.3,5.2,1.2
18-Aug-23 12:45 AM ICT,29.6,0.4,0.0,2.0,0.4,7.7,1.8
18-Aug-23 1:00 AM ICT,40.4,0.5,0.0,2.7,0.6,10.7,2.3
18-Aug-23 1:15 AM ICT,50.2,0.6,0.0,3.3,0.7,13.2,2.9
18-Aug-23 1:30 AM ICT,-65.9,0.7,0.0,4.0,0.9,15.6,3.5
18-Aug-23 1:45 AM ICT,-57.7,0.8,0.0,4.7,1.0,18.1,4.1
18-Aug-23 2:00 AM ICT,-47.3,1.0,0.1,5.3,1.2,20.5,4.6
18-Aug-23 2:15 AM ICT,-37.7,1.1,0.1,6.0,1.3,22.9,5.2
18-Aug-23 2:30 AM ICT,-26.9,1.2,0.1,6.7,1.5,25.5,5.8
18-Aug-23 2:45 AM ICT,-16.4,1.3,0.1,7.4,1.6,28.5,6.4
18-Aug-23 3:00 AM ICT,-7.1,1.4,0.1,8.0,1.8,30.9,7.0
18-Aug-23 3:15 AM ICT,3.6,1.6,0.1,8.7,1.9,33.3,7.6
18-Aug-23 3:30 AM ICT,12.7,1.7,0.1,9.4,2.1,35.7,8.2
18-Aug-23 3:45 AM ICT,23.4,1.8,0.1,10.1,2.2,38.1,8.8
18-Aug-23 4:00 AM ICT,33.5,1.9,0.1,10.8,2.4,40.6,9.4
18-Aug-23 4:15 AM ICT,43.3,2.1,0.1,11.4,2.5,42.9,10.0
18-Aug-23 4:30 AM ICT,54.1,2.2,0.1,12.0,2.7,45.3,10.5
18-Aug-23 4:45 AM ICT,-65.0,2.3,0.1,12.6,2.8,48.1,11.1
18-Aug-23 5:00 AM ICT,-54.7,2.4,0.1,13.1,3.0,50.3,11.7
18-Aug-23 5:15 AM ICT,-45.1,2.5,0.1,13.7,3.1,52.6,12.3
18-Aug-23 5:30 AM ICT,-33.3,2.7,0.1,14.1,3.3,54.8,12.8
18-Aug-23 5:45 AM ICT,-24.6,2.7,0.2,14.5,3.4,57.1,13.1
18-Aug-23 6:00 AM ICT,-19.2,2.7,0.2,14.8,3.5,59.7,13.3
18-Aug-23 6:15 AM ICT,-19.2,2.7,0.2,15.1,3.6,62.4,13.6
18-Aug-23 6:30 AM ICT,-19.2,2.8,0.2,15.4,3.7,64.7,13.8
18-Aug-23 6:45 AM ICT,-19.2,3.0,0.2,15.7,3.8,66.6,14.1
18-Aug-23 7:00 AM ICT,-19.2,3.2,0.2,16.0,3.9,68.7,14.3
18-Aug-23 7:15 AM ICT,108.8,4.7,0.2,17.1,4.0,71.6,14.6
18-Aug-23 7:30 AM ICT,108.8,6.1,0.2,18.1,4.2,75.7,14.8
18-Aug-23 7:45 AM ICT,108.8,41.3,0.2,19.2,4.3,81.2,15.4
18-Aug-23 8:00 AM ICT,108.8,44.2,0.2,20.8,4.5,90.6,16.2
18-Aug-23 8:15 AM ICT,108.8,48.3,0.2,23.2,4.7,107.0,17.2
18-Aug-23 8:30 AM ICT,108.8,51.4,0.2,29.9,5.3,127.4,20.5
18-Aug-23 8:45 AM ICT,236.8,55.5,0.2,39.8,7.1,165.8,24.9
18-Aug-23 9:00 AM ICT,236.8,62.4,0.3,52.6,9.1,216.3,31.3
18-Aug-23 9:15 AM ICT,236.8,37.8,0.3,66.4,-5.3,262.2,38.6
18-Aug-23 9:30 AM ICT,364.8,76.8,0.3,79.2,12.6,306.7,44.7
18-Aug-23 9:45 AM ICT,364.8,84.5,0.3,92.0,14.5,352.0,50.6
18-Aug-23 10:00 AM ICT,364.8,90.3,0.4,106.4,16.2,398.1,56.4
18-Aug-23 10:15 AM ICT,492.8,66.4,0.4,121.0,18.2,445.1,62.6
18-Aug-23 10:30 AM ICT,492.8,110.1,0.4,135.7,20.0,493.2,68.6
18-Aug-23 10:45 AM ICT,492.8,120.8,0.5,150.5,21.9,539.9,74.6
18-Aug-23 11:00 AM ICT,492.8,100.5,0.5,166.0,23.8,586.9,80.9
18-Aug-23 11:15 AM ICT,620.8,141.6,0.5,181.0,25.9,632.4,87.1
18-Aug-23 11:30 AM ICT,620.8,152.2,0.5,195.3,28.2,674.8,93.0
18-Aug-23 11:45 AM ICT,620.8,131.0,0.6,209.3,30.2,718.9,99.2
18-Aug-23 12:00 PM ICT,748.8,172.3,0.6,219.1,32.2,761.9,105.3
18-Aug-23 12:15 PM ICT,748.8,177.5,0.6,228.9,33.7,800.8,111.7
18-Aug-23 12:30 PM ICT,748.8,182.5,0.6,239.3,35.0,837.1,118.1
18-Aug-23 12:45 PM ICT,876.8,187.7,0.7,249.6,36.6,873.5,124.7
18-Aug-23 1:00 PM ICT,876.8,160.4,0.7,260.3,38.1,909.9,132.1
18-Aug-23 1:15 PM ICT,1004.8,166.1,0.7,271.4,40.0,945.8,140.2
18-Aug-23 1:30 PM ICT,1004.8,171.8,2.1,284.4,41.6,987.2,147.8
18-Aug-23 1:45 PM ICT,1004.8,213.1,7.7,299.0,43.9,1039.5,155.0
18-Aug-23 2:00 PM ICT,1004.8,192.8,5.4,315.1,46.2,1093.2,163.2
18-Aug-23 2:15 PM ICT,1133.2,203.7,19.2,331.4,48.6,1144.3,172.5
18-Aug-23 2:30 PM ICT,1133.2,246.9,25.1,349.1,50.7,1192.2,181.0
18-Aug-23 2:45 PM ICT,1133.2,224.3,26.6,367.3,53.0,1234.7,189.7
18-Aug-23 3:00 PM ICT,1133.2,233.6,26.6,386.3,55.2,1273.5,198.8
18-Aug-23 3:15 PM ICT,1261.2,274.5,26.7,404.1,57.8,1312.6,207.6
18-Aug-23 3:30 PM ICT,1261.2,280.1,26.7,420.0,59.8,1352.0,216.0
18-Aug-23 3:45 PM ICT,1261.2,286.4,26.8,435.7,62.1,1391.6,224.8
18-Aug-23 4:00 PM ICT,1261.2,264.8,26.8,449.3,64.4,1431.2,233.1
18-Aug-23 4:15 PM ICT,1261.2,308.1,26.8,463.0,66.5,1468.3,241.7
18-Aug-23 4:30 PM ICT,1389.2,317.6,26.9,476.2,68.5,1505.2,250.3
18-Aug-23 4:45 PM ICT,1389.2,292.8,26.9,489.6,70.6,1535.3,258.7
18-Aug-23 5:00 PM ICT,1389.2,296.2,21.1,499.4,71.0,1556.1,264.8
18-Aug-23 5:15 PM ICT,1389.2,296.8,27.5,503.2,71.2,1576.7,267.9
18-Aug-23 5:30 PM ICT,1389.2,297.0,41.9,504.7,71.3,1594.9,268.3
18-Aug-23 5:45 PM ICT,1389.2,297.2,48.4,505.7,71.4,1610.4,268.6
18-Aug-23 6:00 PM ICT,1389.2,297.4,46.8,506.1,71.6,1621.4,268.9
18-Aug-23 6:15 PM ICT,1389.2,297.6,53.3,506.6,71.7,1632.0,269.2
18-Aug-23 6:30 PM ICT,1389.2,297.7,59.8,507.2,72.0,1643.0,269.5
18-Aug-23 6:45 PM ICT,1400.7,297.8,71.4,507.8,72.3,1651.2,270.1
18-Aug-23 7:00 PM ICT,1411.3,298.0,72.4,508.5,72.7,1656.9,270.6
18-Aug-23 7:15 PM ICT,1422.9,298.3,72.4,509.2,73.1,1660.8,271.2
18-Aug-23 7:30 PM ICT,1434.5,298.7,72.4,509.9,73.4,1664.7,271.8
18-Aug-23 7:45 PM ICT,1446.6,299.0,72.4,510.6,73.8,1667.7,272.3
18-Aug-23 8:00 PM ICT,1457.8,299.3,72.4,511.3,74.1,1671.4,272.9
18-Aug-23 8:15 PM ICT,1341.8,299.6,72.4,512.0,58.5,1674.2,273.5
18-Aug-23 8:30 PM ICT,1353.3,299.9,72.4,512.6,58.8,1677.0,274.1
18-Aug-23 8:45 PM ICT,1364.9,300.3,72.4,513.3,59.1,1679.7,274.6
18-Aug-23 9:00 PM ICT,1376.8,300.6,72.4,514.0,59.3,1682.4,275.2
18-Aug-23 9:15 PM ICT,1388.3,300.8,72.4,514.7,75.6,1685.1,275.8
18-Aug-23 9:30 PM ICT,1399.0,300.9,72.5,515.4,75.9,1687.8,276.4
18-Aug-23 9:45 PM ICT,1412.5,301.1,72.5,516.0,76.1,1690.4,276.9
